file,config,particle,D_m,Lw_cm,Epw_cm,material,H,config_dir,tally_14_value,tally_14_error,tally_1014_total_value,tally_1014_total_error,dose_Dp10_calc,dose_Dp10_calc_error,dose_Hstar10_calc,dose_Hstar10_calc_error,dose_E_calc,dose_E_calc_error,diff_Dp10_pct
SR_Pu_UN_G1_C2_P_D700.0m_Lw_35000.0cm_Epw20.0cm_w_water.o,C2,P,700.0,35000.0,20.0,water,10,C2_H_10,2.34938e-12,0.2062,8.16804e-13,0.0735,2.360938162735575e-12,0.208923661674143,2.324307505227907e-12,0.21183984821057947,1.9894029620941872e-12,0.21705680411023487,
SR_Pu_UN_G1_C2_P_D700.0m_Lw_35000.0cm_Epw1.0cm_w_water.o,C2,P,700.0,35000.0,1.0,water,10,C2_H_10,8.99502e-12,0.1476,2.45021e-12,0.0616,9.048809789458531e-12,0.149052765901796,8.918610070116687e-12,0.15076396277057588,7.64165204813562e-12,0.15416976217577794,
SR_Pu_UN_G1_C2_P_D5.0m_Lw_250.0cm_Epw5.0cm_w_water.o,C2,P,5.0,250.0,5.0,water,10,C2_H_10,1.25247e-06,0.0033,2.8726e-07,0.0078,1.2545848127227501e-06,0.0032959125958609797,1.2411290285230146e-06,0.003254647521184319,1.071880134549825e-06,0.003205975178820674,
SR_Pu_UN_G1_C2_P_D700.0m_Lw_35000.0cm_Epw10.0cm_w_water.o,C2,P,700.0,35000.0,10.0,water,10,C2_H_10,5.44908e-12,0.1879,1.4626e-12,0.0872,5.4676674995458e-12,0.18854361387632473,5.384471416716473e-12,0.19022446017911315,4.613550858782241e-12,0.1938425837802311,
SR_Pu_UN_G1_C2_P_D500.0m_Lw_25000.0cm_Epw40.0cm_w_water.o,C2,P,500.0,25000.0,40.0,water,10,C2_H_10,3.41996e-12,0.1428,1.21176e-12,0.1011,3.439323867051949e-12,0.1420724441027998,3.3911246119771197e-12,0.14349643737774834,2.8854743598801796e-12,0.14628284890764537,
SR_Pu_UN_G1_C2_P_D500.0m_Lw_25000.0cm_Epw20.0cm_w_water.o,C2,P,500.0,25000.0,20.0,water,10,C2_H_10,1.40424e-11,0.1951,3.75086e-12,0.0736,1.4161214166111991e-11,0.19640158919803577,1.395773569266146e-11,0.19741271813011524,1.2000575494788195e-11,0.20023539702780246,
SR_Pu_UN_G1_C2_P_D500.0m_Lw_25000.0cm_Epw1.0cm_w_water.o,C2,P,500.0,25000.0,1.0,water,10,C2_H_10,4.25941e-11,0.2847,9.98484e-12,0.1061,4.252663321645667e-11,0.2818442333813028,4.188574723889812e-11,0.2837213943152113,3.602828050464934e-11,0.2882064661836271,
SR_Pu_UN_G1_C2_P_D300.0m_Lw_15000.0cm_Epw5.0cm_w_water.o,C2,P,300.0,15000.0,5.0,water,10,C2_H_10,1.66834e-10,0.1644,4.70418e-11,0.0572,1.6771450328493234e-10,0.16326795719536102,1.6486913199986914e-10,0.16401471987187777,1.4054907887453041e-10,0.16591927280543609,
SR_Pu_UN_G1_C2_P_D500.0m_Lw_25000.0cm_Epw10.0cm_w_water.o,C2,P,500.0,25000.0,10.0,water,10,C2_H_10,1.50399e-11,0.1179,5.41072e-12,0.056,1.5122884551280855e-11,0.1178125458195579,1.4868912472368434e-11,0.11956427796645781,1.2657859148980034e-11,0.12257624073045795,
SR_Pu_UN_G1_C2_P_D50.0m_Lw_2500.0cm_Epw40.0cm_w_water.o,C2,P,50.0,2500.0,40.0,water,10,C2_H_10,1.7201e-09,0.0261,4.71233e-10,0.024,1.729633796141992e-09,0.02587335116906588,1.7104851832390374e-09,0.025990688703905487,1.4722425483780085e-09,0.02614859060553839,
SR_Pu_UN_G1_C2_P_D50.0m_Lw_2500.0cm_Epw20.0cm_w_water.o,C2,P,50.0,2500.0,20.0,water,10,C2_H_10,5.83875e-09,0.0307,1.69338e-09,0.0236,5.878755873575984e-09,0.03055778650385844,5.8102334962977286e-09,0.0307911494407231,4.995285390202129e-09,0.03116737874844829,
SR_Pu_UN_G1_C2_P_D50.0m_Lw_2500.0cm_Epw1.0cm_w_water.o,C2,P,50.0,2500.0,1.0,water,10,C2_H_10,1.41875e-08,0.0409,3.45406e-09,0.0279,1.4223870029287649e-08,0.04083143150824807,1.406172871774313e-08,0.041106453307336144,1.2120665453794375e-08,0.04148172633690519,
SR_Pu_UN_G1_C2_P_D500.0m_Lw_25000.0cm_Epw5.0cm_w_water.o,C2,P,500.0,25000.0,5.0,water,10,C2_H_10,2.33806e-11,0.1937,7.02467e-12,0.0777,2.3476427530450947e-11,0.19263670370274774,2.309611138967711e-11,0.19499729683205932,1.9705916432077363e-11,0.20006143694308384,
SR_Pu_UN_G1_C2_P_D50.0m_Lw_2500.0cm_Epw10.0cm_w_water.o,C2,P,50.0,2500.0,10.0,water,10,C2_H_10,9.90561e-09,0.036,2.74599e-09,0.04,9.96319668213314e-09,0.03597743502383421,9.834572223320484e-09,0.03614111658704341,8.426980567703339e-09,0.03608935729023939,
SR_Pu_UN_G1_C2_P_D5.0m_Lw_250.0cm_Epw40.0cm_w_water.o,C2,P,5.0,250.0,40.0,water,10,C2_H_10,2.31325e-07,0.0083,5.95933e-08,0.0193,2.3278205616352185e-07,0.008315940201919675,2.304256985613495e-07,0.008331361175024527,1.9835662589268453e-07,0.00809738042111219,
SR_Pu_UN_G1_C2_P_D5.0m_Lw_250.0cm_Epw20.0cm_w_water.o,C2,P,5.0,250.0,20.0,water,10,C2_H_10,6.90573e-07,0.0054,1.84675e-07,0.0142,6.95026256760871e-07,0.005398966108177103,6.873083390439451e-07,0.005369274635962895,5.919513541967629e-07,0.005202970327913162,
SR_Pu_UN_G1_C2_P_D5.0m_Lw_250.0cm_Epw1.0cm_w_water.o,C2,P,5.0,250.0,1.0,water,10,C2_H_10,1.45153e-06,0.0037,2.9016e-07,0.0094,1.453327093132553e-06,0.003687641722208978,1.4405962383063821e-06,0.003647366390739945,1.2468368807672293e-06,0.0036042067586827555,
SR_Pu_UN_G1_C2_P_D50.0m_Lw_2500.0cm_Epw5.0cm_w_water.o,C2,P,50.0,2500.0,5.0,water,10,C2_H_10,1.18495e-08,0.0388,2.97868e-09,0.0239,1.1891475059431534e-08,0.03860432682347007,1.1742814027643792e-08,0.03882855204707348,1.0113182172077636e-08,0.039139447563960664,
SR_Pu_UN_G1_C2_P_D5.0m_Lw_250.0cm_Epw10.0cm_w_water.o,C2,P,5.0,250.0,10.0,water,10,C2_H_10,1.04567e-06,0.0044,2.66573e-07,0.0128,1.0496838072843453e-06,0.0044289238602753765,1.0377896134990559e-06,0.004401766647936006,8.940749562622249e-07,0.004236277389003855,
SR_Pu_UN_G1_C2_P_D300.0m_Lw_15000.0cm_Epw40.0cm_w_water.o,C2,P,300.0,15000.0,40.0,water,10,C2_H_10,1.85698e-11,0.1126,6.65415e-12,0.0855,1.8559275381821016e-11,0.11219243280031191,1.8242794062917326e-11,0.11337838542024624,1.550313228308936e-11,0.11534420360175057,
SR_Pu_UN_G1_C2_P_D300.0m_Lw_15000.0cm_Epw20.0cm_w_water.o,C2,P,300.0,15000.0,20.0,water,10,C2_H_10,6.6434e-11,0.1096,2.18717e-11,0.0594,6.668754608532042e-11,0.10909406628216738,6.560540042317909e-11,0.11004446190133792,5.6219554441636494e-11,0.112597327517466,
SR_Pu_UN_G1_C2_P_D300.0m_Lw_15000.0cm_Epw1.0cm_w_water.o,C2,P,300.0,15000.0,1.0,water,10,C2_H_10,2.66278e-10,0.1685,6.8969e-11,0.0683,2.663950337914534e-10,0.16838421535342565,2.6240643444038545e-10,0.1696594352716284,2.24436911678212e-10,0.17139957971007275,
SR_Pu_UN_G1_C2_P_D2.0m_Lw_100.0cm_Epw5.0cm_w_water.o,C2,P,2.0,100.0,5.0,water,10,C2_H_10,7.02329e-06,0.0028,1.56828e-06,0.007,7.035798396438058e-06,0.002793184932807728,6.9627689442890784e-06,0.0027472878383095482,6.018616123666191e-06,0.0027245203103221107,
SR_Pu_UN_G1_C2_P_D300.0m_Lw_15000.0cm_Epw10.0cm_w_water.o,C2,P,300.0,15000.0,10.0,water,10,C2_H_10,1.51201e-10,0.2256,4.41329e-11,0.0709,1.5195581991336821e-10,0.22495850811938922,1.494532332084932e-10,0.22591715734560253,1.271676426355844e-10,0.2277958198206918,
SR_Pu_UN_G1_C2_P_D200.0m_Lw_10000.0cm_Epw40.0cm_w_water.o,C2,P,200.0,10000.0,40.0,water,10,C2_H_10,6.6193e-11,0.1441,2.02247e-11,0.0576,6.665606301403687e-11,0.1439097997905379,6.570087503905956e-11,0.14457902255985414,5.634110411764867e-11,0.14684152816180446,
SR_Pu_UN_G1_C2_P_D200.0m_Lw_10000.0cm_Epw20.0cm_w_water.o,C2,P,200.0,10000.0,20.0,water,10,C2_H_10,2.1341e-10,0.111,6.89864e-11,0.0619,2.142800243762388e-10,0.10989316821951313,2.1147742427372946e-10,0.11079826803116101,1.8049779076716372e-10,0.11250669366009558,
SR_Pu_UN_G1_C2_P_D200.0m_Lw_10000.0cm_Epw1.0cm_w_water.o,C2,P,200.0,10000.0,1.0,water,10,C2_H_10,7.34216e-10,0.1237,2.03798e-10,0.0553,7.353910948800395e-10,0.12352096991171771,7.252097439819294e-10,0.12494363492896635,6.218560974269311e-10,0.12687929591151334,
SR_Pu_UN_G1_C2_P_D1200.0m_Lw_60000.0cm_Epw5.0cm_w_water.o,C2,P,1200.0,60000.0,5.0,water,10,C2_H_10,2.52946e-13,0.1747,7.42693e-14,0.0582,2.536442234893562e-13,0.17514544959609732,2.488960978504192e-13,0.1755224971296777,2.1125931628993374e-13,0.17459225279226237,
SR_Pu_UN_G1_C2_P_D200.0m_Lw_10000.0cm_Epw10.0cm_w_water.o,C2,P,200.0,10000.0,10.0,water,10,C2_H_10,3.47346e-10,0.1167,1.14065e-10,0.0459,3.4898823382846e-10,0.11630351547624944,3.4321909450277406e-10,0.1166068786008861,2.921795765369957e-10,0.11731190474402117,
SR_Pu_UN_G1_C2_P_D20.0m_Lw_1000.0cm_Epw40.0cm_w_water.o,C2,P,20.0,1000.0,40.0,water,10,C2_H_10,1.22079e-08,0.0099,3.13875e-09,0.0193,1.227847142556838e-08,0.009921509240694567,1.2149513452679368e-08,0.009957801977709365,1.0458658782103109e-08,0.009753650366310391,
SR_Pu_UN_G1_C2_P_D20.0m_Lw_1000.0cm_Epw20.0cm_w_water.o,C2,P,20.0,1000.0,20.0,water,10,C2_H_10,4.02064e-08,0.0072,1.0957e-08,0.0172,4.045053962192347e-08,0.007149060016523573,3.9991586159316096e-08,0.007142406404234083,3.4419991254650344e-08,0.006922430839178445,
SR_Pu_UN_G1_C2_P_D20.0m_Lw_1000.0cm_Epw1.0cm_w_water.o,C2,P,20.0,1000.0,1.0,water,10,C2_H_10,9.34999e-08,0.0052,1.93507e-08,0.0085,9.362924298363704e-08,0.005177281994043406,9.277256346707566e-08,0.005164857829194582,8.026780052027893e-08,0.0051763619487845795,
SR_Pu_UN_G1_C2_P_D1200.0m_Lw_60000.0cm_Epw40.0cm_w_water.o,C2,P,1200.0,60000.0,40.0,water,10,C2_H_10,4.01591e-14,0.2467,1.2363e-14,0.0805,4.069115448828648e-14,0.24740644105185466,3.991496128307484e-14,0.24750421795016214,3.367312682399991e-14,0.2463105106171215,
SR_Pu_UN_G1_C2_P_D20.0m_Lw_1000.0cm_Epw10.0cm_w_water.o,C2,P,20.0,1000.0,10.0,water,10,C2_H_10,6.44943e-08,0.0056,1.64373e-08,0.0111,6.477896803398383e-08,0.005589316469597799,6.403434610919345e-08,0.005567184121638406,5.52078805660287e-08,0.005529657036789753,
SR_Pu_UN_G1_C2_P_D2.0m_Lw_100.0cm_Epw40.0cm_w_water.o,C2,P,2.0,100.0,40.0,water,10,C2_H_10,1.42858e-06,0.0061,3.74263e-07,0.011,1.438397976505837e-06,0.005918119836860533,1.4235988196609191e-06,0.0059177260971631064,1.226360667452589e-06,0.005903223722293088,
SR_Pu_UN_G1_C2_P_D2.0m_Lw_100.0cm_Epw20.0cm_w_water.o,C2,P,2.0,100.0,20.0,water,10,C2_H_10,4.09548e-06,0.0045,1.07018e-06,0.0103,4.1226562854489385e-06,0.004479182510515735,4.079160576154429e-06,0.004463658510729774,3.5140710378235217e-06,0.004383857955994919,
SR_Pu_UN_G1_C2_P_D2.0m_Lw_100.0cm_Epw1.0cm_w_water.o,C2,P,2.0,100.0,1.0,water,10,C2_H_10,8.15189e-06,0.0028,1.60646e-06,0.0138,8.159974462252766e-06,0.0027266853875505368,8.089420682835572e-06,0.002613944117159466,7.007133783109674e-06,0.0025447965474360737,
SR_Pu_UN_G1_C2_P_D20.0m_Lw_1000.0cm_Epw5.0cm_w_water.o,C2,P,20.0,1000.0,5.0,water,10,C2_H_10,7.9379e-08,0.0051,1.88334e-08,0.0101,7.956966587412763e-08,0.00509310976987817,7.870120466281275e-08,0.005082528388675989,6.791658511984988e-08,0.005044215915971121,
SR_Pu_UN_G1_C2_P_D2.0m_Lw_100.0cm_Epw10.0cm_w_water.o,C2,P,2.0,100.0,10.0,water,10,C2_H_10,5.9068e-06,0.003,1.45688e-06,0.008,5.9297756463273625e-06,0.003001229415954088,5.864618499376569e-06,0.0029669388735024506,5.05771006670218e-06,0.002876072901698783,
SR_Pu_UN_G1_C2_P_D1200.0m_Lw_60000.0cm_Epw20.0cm_w_water.o,C2,P,1200.0,60000.0,20.0,water,10,C2_H_10,1.01544e-13,0.1896,3.48403e-14,0.069,1.0187168810982751e-13,0.18942650713226208,1.0002973490844964e-13,0.19206745637829287,8.499341137277368e-14,0.19435967906400672,
SR_Pu_UN_G1_C2_P_D1200.0m_Lw_60000.0cm_Epw1.0cm_w_water.o,C2,P,1200.0,60000.0,1.0,water,10,C2_H_10,3.33061e-13,0.1158,9.88814e-14,0.0476,3.344709341870319e-13,0.11567225926320665,3.2845722572004725e-13,0.11659778063160636,2.794407711029223e-13,0.11835804188420403,
SR_Pu_UN_G1_C2_P_D1200.0m_Lw_60000.0cm_Epw10.0cm_w_water.o,C2,P,1200.0,60000.0,10.0,water,10,C2_H_10,1.68187e-13,0.1828,5.95583e-14,0.0643,1.6993717621882172e-13,0.18540723281460583,1.6666917705395448e-13,0.18865423084939073,1.419192974301147e-13,0.19239204796870396,
SR_Pu_UN_G1_C2_P_D1.0m_Lw_50.0cm_Epw5.0cm_w_water.o,C2,P,1.0,50.0,5.0,water,10,C2_H_10,2.36505e-05,0.0014,4.98145e-06,0.0036,2.3685543996646514e-05,0.0013194396546809088,2.3466145005502704e-05,0.0013044389534372352,2.0300977237857648e-05,0.0012901889407480238,
SR_Pu_UN_G1_C2_P_D1.0m_Lw_50.0cm_Epw40.0cm_w_water.o,C2,P,1.0,50.0,40.0,water,10,C2_H_10,5.10187e-06,0.0043,1.35336e-06,0.0087,5.136022283991004e-06,0.003984151161969339,5.082856243507248e-06,0.003874535955176504,4.376763704753204e-06,0.0037954265035727904,
SR_Pu_UN_G1_C2_P_D1000.0m_Lw_50000.0cm_Epw40.0cm_w_water.o,C2,P,1000.0,50000.0,40.0,water,10,C2_H_10,1.54501e-13,0.1967,4.07586e-14,0.0727,1.5453889939886342e-13,0.19601215712882752,1.5209164803535421e-13,0.19554555053650097,1.2983795073341215e-13,0.19493719683880303,
SR_Pu_UN_G1_C2_P_D1000.0m_Lw_50000.0cm_Epw20.0cm_w_water.o,C2,P,1000.0,50000.0,20.0,water,10,C2_H_10,4.01864e-13,0.1696,1.14518e-13,0.0571,4.055878013081129e-13,0.17188414610402855,3.957143453106042e-13,0.17095485122365892,3.3179612435665437e-13,0.16782617943005015,
SR_Pu_UN_G1_C2_P_D1000.0m_Lw_50000.0cm_Epw1.0cm_w_water.o,C2,P,1000.0,50000.0,1.0,water,10,C2_H_10,1.05039e-12,0.113,3.11104e-13,0.0456,1.054245836347443e-12,0.11320344904746105,1.0349455420582846e-12,0.11432034475927723,8.786535486869215e-13,0.1159383718471458,
SR_Pu_UN_G1_C2_P_D1000.0m_Lw_50000.0cm_Epw10.0cm_w_water.o,C2,P,1000.0,50000.0,10.0,water,10,C2_H_10,8.74203e-13,0.3079,2.20912e-13,0.1391,8.739823428960565e-13,0.3021607083954247,8.656958146220081e-13,0.307980495320097,7.39652215664096e-13,0.3132965206098753,
SR_Pu_UN_G1_C2_P_D100.0m_Lw_5000.0cm_Epw40.0cm_w_water.o,C2,P,100.0,5000.0,40.0,water,10,C2_H_10,3.5428e-10,0.0883,1.03002e-10,0.038,3.568916619075267e-10,0.08841063575555962,3.522565556195037e-10,0.08851736848959392,3.0227129327006317e-10,0.08861404073297108,
SR_Pu_UN_G1_C2_P_D100.0m_Lw_5000.0cm_Epw20.0cm_w_water.o,C2,P,100.0,5000.0,20.0,water,10,C2_H_10,1.23635e-09,0.0591,4.01904e-10,0.0327,1.245162323647124e-09,0.0588410685903248,1.228159835225193e-09,0.05947075506383199,1.0511773165016722e-09,0.06067120272916721,
SR_Pu_UN_G1_C2_P_D100.0m_Lw_5000.0cm_Epw1.0cm_w_water.o,C2,P,100.0,5000.0,1.0,water,10,C2_H_10,3.01857e-09,0.074,8.93392e-10,0.0347,3.0295826412517893e-09,0.0738559155585612,2.9797684873352323e-09,0.0742519738969819,2.552295769079369e-09,0.07468047332752675,
SR_Pu_UN_G1_C2_P_D1000.0m_Lw_50000.0cm_Epw5.0cm_w_water.o,C2,P,1000.0,50000.0,5.0,water,10,C2_H_10,7.77905e-13,0.1302,2.4868e-13,0.0572,7.797178692632388e-13,0.12995709234537917,7.643064973267011e-13,0.13090686791380776,6.508011204126263e-13,0.1338842775888639,
SR_Pu_UN_G1_C2_P_D100.0m_Lw_5000.0cm_Epw10.0cm_w_water.o,C2,P,100.0,5000.0,10.0,water,10,C2_H_10,2.066e-09,0.0734,5.92872e-10,0.0331,2.0754147201842593e-09,0.0732242411881117,2.046348020298786e-09,0.07369441963514929,1.7555224249991297e-09,0.0744987858843264,
SR_Pu_UN_G1_C2_P_D10.0m_Lw_500.0cm_Epw40.0cm_w_water.o,C2,P,10.0,500.0,40.0,water,10,C2_H_10,5.35176e-08,0.0094,1.35845e-08,0.014,5.3840459082373936e-08,0.009373380879116565,5.3274252040659605e-08,0.009391694318600785,4.595346823407366e-08,0.009392846382709668,
SR_Pu_UN_G1_C2_P_D10.0m_Lw_500.0cm_Epw20.0cm_w_water.o,C2,P,10.0,500.0,20.0,water,10,C2_H_10,1.67757e-07,0.0062,4.40099e-08,0.0142,1.6877427416673345e-07,0.006216256835590991,1.6695726731964736e-07,0.00619949336279118,1.4385703439735984e-07,0.006075974244504467,
SR_Pu_UN_G1_C2_P_D10.0m_Lw_500.0cm_Epw1.0cm_w_water.o,C2,P,10.0,500.0,1.0,water,10,C2_H_10,3.72241e-07,0.0042,7.394e-08,0.0097,3.726751712496025e-07,0.004240595494410891,3.6949961873494763e-07,0.0042182691828461585,3.1979950216506876e-07,0.004170891400437751,
SR_Pu_UN_G1_C2_P_D100.0m_Lw_5000.0cm_Epw5.0cm_w_water.o,C2,P,100.0,5000.0,5.0,water,10,C2_H_10,2.68052e-09,0.0819,7.80285e-10,0.0334,2.6894580190668536e-09,0.08177672820835127,2.644965250138523e-09,0.08207356558888998,2.265047574384868e-09,0.08240373071218768,
SR_Pu_UN_G1_C2_P_D10.0m_Lw_500.0cm_Epw10.0cm_w_water.o,C2,P,10.0,500.0,10.0,water,10,C2_H_10,2.63397e-07,0.005,6.60259e-08,0.015,2.644446105649425e-07,0.0049894163881316796,2.6146252121821003e-07,0.0049369695605831765,2.2544041037988617e-07,0.004737617738215318,
SR_Pu_UN_G1_C2_P_D1.0m_Lw_50.0cm_Epw20.0cm_w_water.o,C2,P,1.0,50.0,20.0,water,10,C2_H_10,1.41842e-05,0.0026,3.67137e-06,0.0049,1.4280822205184679e-05,0.002473687798065568,1.413606539748386e-05,0.002456398175497594,1.2181963534980417e-05,0.0024481822287173802,
SR_Pu_UN_G1_C2_P_D1.0m_Lw_50.0cm_Epw1.0cm_w_water.o,C2,P,1.0,50.0,1.0,water,10,C2_H_10,2.75084e-05,0.0015,4.94702e-06,0.0054,2.7535862568401074e-05,0.0014459832662272942,2.733856861503919e-05,0.001420705237840145,2.371124640109416e-05,0.0014075402775088975,
SR_Pu_UN_G1_C2_P_D1.0m_Lw_50.0cm_Epw10.0cm_w_water.o,C2,P,1.0,50.0,10.0,water,10,C2_H_10,2.0135e-05,0.0022,4.8028e-06,0.0051,2.0204631266501168e-05,0.0021150215751264234,1.9996052070581895e-05,0.0020998073645748486,1.7261014278273753e-05,0.0020921817282925654,
SR_Pu_UN_G1_C2_P_D10.0m_Lw_500.0cm_Epw5.0cm_w_water.o,C2,P,10.0,500.0,5.0,water,10,C2_H_10,3.19629e-07,0.0043,7.39609e-08,0.0107,3.2031189116619783e-07,0.0043028763719323675,3.168893445909362e-07,0.004244328810371577,2.736389330965114e-07,0.004131521696338058,
SR_Pu_UN_G1_C2_P_D700.0m_Lw_35000.0cm_Epw40.0cm_w_water.o,C2,P,700.0,35000.0,40.0,water,10,C2_H_10,8.29728e-13,0.2116,2.43796e-13,0.0687,8.316404267361442e-13,0.20630486949213775,8.151420880409706e-13,0.2073720468037254,6.947167981516491e-13,0.21010543363426468,
SR_Pu_UN_G1_C2_P_D700.0m_Lw_35000.0cm_Epw5.0cm_w_water.o,C2,P,700.0,35000.0,5.0,water,10,C2_H_10,6.87253e-12,0.1774,1.83349e-12,0.073,6.9192881318702785e-12,0.17854271106855601,6.8228608979169395e-12,0.1806004610870698,5.861363899904462e-12,0.1841267783173933,
SR_Pu_UN_G1_C2_P_D200.0m_Lw_10000.0cm_Epw5.0cm_w_water.o,C2,P,200.0,10000.0,5.0,water,10,C2_H_10,5.38287e-10,0.1195,1.59452e-10,0.0514,5.394197166057267e-10,0.11904773188044133,5.324089289017322e-10,0.12080841711740391,4.563015820421784e-10,0.12314481270346674,
SR_Pu_UN_G1_C2_N_D700.0m_Lw_35000.0cm_Epw20.0cm_w_water.o,C2,N,700.0,35000.0,20.0,water,10,C2_H_10,2.05759e-12,0.2146,1.25156e-13,0.0746,1.9590295140516904e-12,0.2113127228821844,2.103645843100225e-11,0.15460593278245086,1.7997285081507268e-11,0.20981647605095188,-4.790093553541257
SR_Pu_UN_G1_C2_N_D700.0m_Lw_35000.0cm_Epw1.0cm_w_water.o,C2,N,700.0,35000.0,1.0,water,10,C2_H_10,3.28834e-11,0.2028,2.81959e-12,0.0744,3.134695411920948e-11,0.19753783326126034,3.733748748389937e-10,0.2317704319601997,2.7765548188621005e-10,0.24956373215671868,-4.672405775529647
SR_Pu_UN_G1_C2_N_D5.0m_Lw_250.0cm_Epw5.0cm_w_water.o,C2,N,5.0,250.0,5.0,water,10,C2_H_10,3.6621e-06,0.0183,2.28512e-07,0.0317,3.5026279328793373e-06,0.018159259448265706,3.869467447815617e-05,0.020465897242352805,3.321053653910777e-05,0.019118339093788198,-4.354661727442252
SR_Pu_UN_G1_C2_N_D700.0m_Lw_35000.0cm_Epw10.0cm_w_water.o,C2,N,700.0,35000.0,10.0,water,10,C2_H_10,6.72138e-12,0.092,5.27602e-13,0.0499,6.443685669874543e-12,0.09162213251006299,7.459136187222732e-11,0.09160107486555721,5.862051509641343e-11,0.11187811936308333,-4.131507668446904
SR_Pu_UN_G1_C2_N_D500.0m_Lw_25000.0cm_Epw40.0cm_w_water.o,C2,N,500.0,25000.0,40.0,water,10,C2_H_10,8.59954e-13,0.1179,5.22251e-14,0.0591,8.232229104821778e-13,0.11644484964189807,8.911290208461285e-12,0.09933041251808009,7.743035833521187e-12,0.12317326945700839,-4.271285384778976
SR_Pu_UN_G1_C2_N_D500.0m_Lw_25000.0cm_Epw20.0cm_w_water.o,C2,N,500.0,25000.0,20.0,water,10,C2_H_10,1.14672e-11,0.2434,6.29892e-13,0.0962,1.0836002289255392e-11,0.24018848498242987,1.1094666256673343e-10,0.1841936123353358,9.904317717732893e-11,0.23942362531076708,-5.504375180903865
SR_Pu_UN_G1_C2_N_D500.0m_Lw_25000.0cm_Epw1.0cm_w_water.o,C2,N,500.0,25000.0,1.0,water,10,C2_H_10,1.662e-10,0.2215,1.29276e-11,0.0605,1.5854163409347327e-10,0.2179639804364661,1.7501298322112377e-09,0.1659890181727398,1.3762295427158758e-09,0.23256055641475726,-4.607921724745326
SR_Pu_UN_G1_C2_N_D300.0m_Lw_15000.0cm_Epw5.0cm_w_water.o,C2,N,300.0,15000.0,5.0,water,10,C2_H_10,3.78761e-10,0.0907,3.37574e-11,0.0456,3.62390692940337e-10,0.08967632898183642,4.2090287895675575e-09,0.09201545438870688,3.1754822810890673e-09,0.11464771923721642,-4.322067757679118
SR_Pu_UN_G1_C2_N_D500.0m_Lw_25000.0cm_Epw10.0cm_w_water.o,C2,N,500.0,25000.0,10.0,water,10,C2_H_10,4.48544e-11,0.3398,2.55543e-12,0.114,4.261222811885507e-11,0.3342649475355987,4.2719585639319195e-10,0.25437881990281364,3.862528146783826e-10,0.33482796013098703,-4.998778004264752
SR_Pu_UN_G1_C2_N_D50.0m_Lw_2500.0cm_Epw40.0cm_w_water.o,C2,N,50.0,2500.0,40.0,water,10,C2_H_10,5.53609e-10,0.0307,3.69469e-11,0.0263,5.312044112326739e-10,0.03056231859286468,5.369036529785826e-09,0.028149670235577122,4.94684828920278e-09,0.03280624988230356,-4.047005877311616
SR_Pu_UN_G1_C2_N_D50.0m_Lw_2500.0cm_Epw20.0cm_w_water.o,C2,N,50.0,2500.0,20.0,water,10,C2_H_10,5.83335e-09,0.0324,5.08876e-10,0.0507,5.582064321734654e-09,0.03094585411589531,5.594407151072373e-08,0.030881857761673095,4.917895665694999e-08,0.03519224384684878,-4.307742176713992
SR_Pu_UN_G1_C2_N_D50.0m_Lw_2500.0cm_Epw1.0cm_w_water.o,C2,N,50.0,2500.0,1.0,water,10,C2_H_10,5.57202e-08,0.0288,4.29032e-09,0.018,5.3266256946833053e-08,0.028706376298097993,5.895024474431978e-07,0.028974548925048957,4.789660374607792e-07,0.033165770205028845,-4.404045665964855
SR_Pu_UN_G1_C2_N_D500.0m_Lw_25000.0cm_Epw5.0cm_w_water.o,C2,N,500.0,25000.0,5.0,water,10,C2_H_10,1.08455e-10,0.3836,6.55721e-12,0.1125,1.0268727922322011e-10,0.37864619421336076,1.0469764074616556e-09,0.2725527929368988,9.065392365038119e-10,0.38153355489029983,-5.318077337863527
SR_Pu_UN_G1_C2_N_D50.0m_Lw_2500.0cm_Epw10.0cm_w_water.o,C2,N,50.0,2500.0,10.0,water,10,C2_H_10,1.9084e-08,0.0304,1.89713e-09,0.0295,1.8243780009854815e-08,0.03034594237357814,1.8575524397054178e-07,0.030933547717371564,1.5276899789963989e-07,0.035543468558800466,-4.402745703967645
SR_Pu_UN_G1_C2_N_D5.0m_Lw_250.0cm_Epw40.0cm_w_water.o,C2,N,5.0,250.0,40.0,water,10,C2_H_10,7.6271e-08,0.0215,4.55156e-09,0.0466,7.32845916403268e-08,0.02072360975984509,7.427341336359472e-07,0.022293560546451607,6.952583478181917e-07,0.021906920248187967,-3.9155227539604835
SR_Pu_UN_G1_C2_N_D5.0m_Lw_250.0cm_Epw20.0cm_w_water.o,C2,N,5.0,250.0,20.0,water,10,C2_H_10,7.06052e-07,0.027,5.28894e-08,0.0703,6.774762223582739e-07,0.025117239238815498,6.845569993339967e-06,0.026813660599257633,6.212099296802478e-06,0.026228071972939027,-4.047262473829983
SR_Pu_UN_G1_C2_N_D5.0m_Lw_250.0cm_Epw1.0cm_w_water.o,C2,N,5.0,250.0,1.0,water,10,C2_H_10,5.2133e-06,0.0234,2.71496e-07,0.0402,4.973911445509443e-06,0.023242486610242218,5.7330173402148226e-05,0.026312782558776556,4.877969688184334e-05,0.02446432851683456,-4.591881428088869
