file,config,particle,D_m,Lw_cm,Epw_cm,material,H,config_dir,tally_14_value,tally_14_error,tally_1014_total_value,tally_1014_total_error,dose_Dp10_calc,dose_Dp10_calc_error,dose_Hstar10_calc,dose_Hstar10_calc_error,dose_E_calc,dose_E_calc_error,diff_Dp10_pct
SR_Pu_UN_G1_C3_N_D20.0m_Lw_1000.0cm_Epw5.0cm_w_lead.o,C3,N,20.0,1000.0,5.0,lead,100,C3_H_100,2.52907e-07,0.0163,1.73228e-08,0.0245,2.412472165363613e-07,0.016217043712252504,2.8146390904379896e-06,0.017293190448000383,2.252919800095539e-06,0.017310266666246497,-4.610304761686577
SR_Pu_UN_G1_C3_N_D2.0m_Lw_100.0cm_Epw1.0cm_w_lead.o,C3,N,2.0,100.0,1.0,lead,100,C3_H_100,2.43634e-05,0.0174,1.30021e-06,0.0641,2.3223925919142188e-05,0.017401893236037445,0.0002650938378624167,0.016517670410969274,0.00022645244575779545,0.014543190148497014,-4.676991228062639
SR_Pu_UN_G1_C3_N_D2.0m_Lw_100.0cm_Epw20.0cm_w_lead.o,C3,N,2.0,100.0,20.0,lead,100,C3_H_100,1.34285e-05,0.0125,7.31725e-07,0.0193,1.2763626891051713e-05,0.012249917796786447,0.00017075166816038533,0.012746676978559074,0.0001259230644169825,0.012579116639356222,-4.951209062429063
SR_Pu_UN_G1_C3_N_D2.0m_Lw_100.0cm_Epw40.0cm_w_lead.o,C3,N,2.0,100.0,40.0,lead,100,C3_H_100,7.20044e-06,0.0079,4.69118e-07,0.0099,6.825321794991836e-06,0.0072408538460115865,9.87300848262583e-05,0.007484122644660084,6.339278730952812e-05,0.007634255037332304,-5.209656701648282
SR_Pu_UN_G1_C3_N_D1.0m_Lw_50.0cm_Epw40.0cm_w_lead.o,C3,N,1.0,50.0,40.0,lead,100,C3_H_100,2.54884e-05,0.0073,1.55149e-06,0.01,2.41443089985365e-05,0.006227314005947151,0.00035333163740756723,0.00647023788838776,0.00022823686541217388,0.005626830788355683,-5.273343958284952
SR_Pu_UN_G1_C3_N_D1.0m_Lw_50.0cm_Epw10.0cm_w_lead.o,C3,N,1.0,50.0,10.0,lead,100,C3_H_100,6.24972e-05,0.0109,3.01848e-06,0.023,5.9528472790538155e-05,0.01064415236148004,0.0007465988824450525,0.011333249421740452,0.0005999758016104682,0.010840238238370471,-4.750176343039113
SR_Pu_UN_G1_C3_N_D20.0m_Lw_1000.0cm_Epw1.0cm_w_lead.o,C3,N,20.0,1000.0,1.0,lead,100,C3_H_100,2.9246e-07,0.0191,1.90468e-08,0.0254,2.79038567550847e-07,0.018879136407216234,3.11838892326993e-06,0.02020598161287176,2.614070326837635e-06,0.020624270647442516,-4.589151490512553
SR_Pu_UN_G1_C3_N_D20.0m_Lw_1000.0cm_Epw20.0cm_w_lead.o,C3,N,20.0,1000.0,20.0,lead,100,C3_H_100,1.40126e-07,0.013,1.03163e-08,0.0192,1.3342144007278217e-07,0.012920061129430426,1.7250353039854253e-06,0.01344761218360307,1.2249060209090213e-06,0.013677553423118244,-4.784665177924025
SR_Pu_UN_G1_C3_N_D20.0m_Lw_1000.0cm_Epw40.0cm_w_lead.o,C3,N,20.0,1000.0,40.0,lead,100,C3_H_100,7.00546e-08,0.0093,6.34253e-09,0.0246,6.656148115196149e-08,0.005888524991957951,8.949894148152615e-07,0.005826993110257901,5.593279296168002e-07,0.005889021798115818,-4.98628048413454
SR_Pu_UN_G1_C3_N_D200.0m_Lw_10000.0cm_Epw10.0cm_w_lead.o,C3,N,200.0,10000.0,10.0,lead,100,C3_H_100,1.64981e-09,0.0673,1.69063e-10,0.0328,1.5809013627928344e-09,0.0676961293643471,1.8196562605106226e-08,0.06875103339931588,1.2892420093426874e-08,0.08887783705303694,-4.176762003331629
SR_Pu_UN_G1_C3_N_D1200.0m_Lw_60000.0cm_Epw5.0cm_w_lead.o,C3,N,1200.0,60000.0,5.0,lead,100,C3_H_100,4.57995e-13,0.0621,5.64695e-14,0.0213,4.4013881726859077e-13,0.06359189916403545,4.615744742185934e-12,0.0564224787632361,3.2243629400992162e-12,0.08463704112788605,-3.8987724170371387
SR_Pu_UN_G1_C3_N_D200.0m_Lw_10000.0cm_Epw1.0cm_w_lead.o,C3,N,200.0,10000.0,1.0,lead,100,C3_H_100,2.49589e-09,0.0858,2.26732e-10,0.0348,2.390528214741405e-09,0.08692699155052251,2.6749670125997195e-08,0.07943648330256269,2.0309769459959114e-08,0.10392978347465981,-4.221411410702995
SR_Pu_UN_G1_C3_N_D200.0m_Lw_10000.0cm_Epw20.0cm_w_lead.o,C3,N,200.0,10000.0,20.0,lead,100,C3_H_100,1.04511e-09,0.0413,1.22682e-10,0.0289,9.984475757172178e-10,0.040960847935272715,1.1826916575216233e-08,0.050088142095016434,7.598044344904997e-09,0.05439407674058232,-4.464833776615109
SR_Pu_UN_G1_C3_N_D200.0m_Lw_10000.0cm_Epw40.0cm_w_lead.o,C3,N,200.0,10000.0,40.0,lead,100,C3_H_100,5.48694e-10,0.0198,7.85042e-11,0.0282,5.248609163467748e-10,0.015415716208169132,5.858161000811195e-09,0.020188785595378646,3.453290216398214e-09,0.021728240309221252,-4.343602017376765
SR_Pu_UN_G1_C3_N_D300.0m_Lw_15000.0cm_Epw10.0cm_w_lead.o,C3,N,300.0,15000.0,10.0,lead,100,C3_H_100,4.7089e-10,0.067,5.07851e-11,0.0352,4.501639494863391e-10,0.06622657968821964,5.1206433689039924e-09,0.0720002240227986,3.5456233050833738e-09,0.08782709706881583,-4.401463295814507
SR_Pu_UN_G1_C3_N_D2.0m_Lw_100.0cm_Epw5.0cm_w_lead.o,C3,N,2.0,100.0,5.0,lead,100,C3_H_100,2.21011e-05,0.016,1.07926e-06,0.0212,2.1065290015492137e-05,0.015833726541357982,0.00025241275329081897,0.016942607033773958,0.0002100578873087573,0.016727566158781692,-4.686689732673324
SR_Pu_UN_G1_C3_N_D300.0m_Lw_15000.0cm_Epw1.0cm_w_lead.o,C3,N,300.0,15000.0,1.0,lead,100,C3_H_100,7.27288e-10,0.0861,6.89798e-11,0.035,6.932281846943365e-10,0.08379166513720349,7.705808582078803e-09,0.0783567675971275,5.755107578279093e-09,0.10280130958007258,-4.6831262588772935
SR_Pu_UN_G1_C3_N_D300.0m_Lw_15000.0cm_Epw20.0cm_w_lead.o,C3,N,300.0,15000.0,20.0,lead,100,C3_H_100,3.33393e-10,0.0496,4.0695e-11,0.0311,3.186119492748229e-10,0.04911749490086341,3.628722121722108e-09,0.05969063869800347,2.350420082573426e-09,0.06777884567384423,-4.433521617183652
SR_Pu_UN_G1_C3_N_D300.0m_Lw_15000.0cm_Epw40.0cm_w_lead.o,C3,N,300.0,15000.0,40.0,lead,100,C3_H_100,1.66917e-10,0.0257,2.57739e-11,0.0375,1.599193161714165e-10,0.017658432601312637,1.696292017564535e-09,0.024462332032832625,9.945007862625246e-10,0.026582480290817723,-4.1923134423596755
SR_Pu_UN_G1_C3_N_D5.0m_Lw_250.0cm_Epw10.0cm_w_lead.o,C3,N,5.0,250.0,10.0,lead,100,C3_H_100,3.40589e-06,0.0193,1.88591e-07,0.0346,3.2394240295991772e-06,0.01910423799249007,4.02804365420833e-05,0.02047309276015587,3.1790439975374295e-05,0.019826422608791073,-4.8875909204590515
SR_Pu_UN_G1_C3_N_D50.0m_Lw_2500.0cm_Epw5.0cm_w_lead.o,C3,N,50.0,2500.0,5.0,lead,100,C3_H_100,4.23003e-08,0.0221,3.42377e-09,0.0195,4.036296594589649e-08,0.021967211579937237,4.650548439674622e-07,0.023162220945953847,3.59304203661438e-07,0.025273652455167408,-4.579953461567668
SR_Pu_UN_G1_C3_N_D5.0m_Lw_250.0cm_Epw1.0cm_w_lead.o,C3,N,5.0,250.0,1.0,lead,100,C3_H_100,4.73028e-06,0.0531,2.39798e-07,0.0533,4.514689559399121e-06,0.053672021151217005,5.273304766906029e-05,0.06593694960362817,4.456503104394744e-05,0.05987396504097292,-4.55766763491545
SR_Pu_UN_G1_C3_N_D5.0m_Lw_250.0cm_Epw20.0cm_w_lead.o,C3,N,5.0,250.0,20.0,lead,100,C3_H_100,2.35971e-06,0.017,1.36375e-07,0.0216,2.2415800164268777e-06,0.016782963965328978,3.0017983520648425e-05,0.01790778993264579,2.185286456659224e-05,0.017710406707398253,-5.0061229376966745
SR_Pu_UN_G1_C3_N_D5.0m_Lw_250.0cm_Epw40.0cm_w_lead.o,C3,N,5.0,250.0,40.0,lead,100,C3_H_100,1.16218e-06,0.0094,8.57956e-08,0.0124,1.1023392912716984e-06,0.009100416516968723,1.5549983815253527e-05,0.00959591807063615,9.916573379891055e-06,0.009780536370604227,-5.149005208169259
SR_Pu_UN_G1_C3_N_D50.0m_Lw_2500.0cm_Epw10.0cm_w_lead.o,C3,N,50.0,2500.0,10.0,lead,100,C3_H_100,3.43557e-08,0.0201,2.95778e-09,0.0221,3.279391857743515e-08,0.01998218798825206,3.952466578210914e-07,0.021639371171402823,2.864551627104188e-07,0.02234872923066088,-4.545916463832347
SR_Pu_UN_G1_C3_N_D500.0m_Lw_25000.0cm_Epw5.0cm_w_lead.o,C3,N,500.0,25000.0,5.0,lead,100,C3_H_100,1.04489e-10,0.121,1.04096e-11,0.0361,9.940153319243704e-11,0.11871694011194996,1.07781961963024e-09,0.09367787132141375,7.995234367062243e-10,0.13896298389319134,-4.868901805513455
SR_Pu_UN_G1_C3_N_D50.0m_Lw_2500.0cm_Epw1.0cm_w_lead.o,C3,N,50.0,2500.0,1.0,lead,100,C3_H_100,4.8853e-08,0.0306,3.92578e-09,0.0203,4.6704048974690694e-08,0.030501729021236646,5.130609419870856e-07,0.030855964317616454,4.1374075674774754e-07,0.035673657437750785,-4.398810769674958
SR_Pu_UN_G1_C3_N_D50.0m_Lw_2500.0cm_Epw20.0cm_w_lead.o,C3,N,50.0,2500.0,20.0,lead,100,C3_H_100,2.38248e-08,0.0152,2.08607e-09,0.0153,2.2696310692284484e-08,0.015110126358472658,2.8676958250524e-07,0.016682970082788576,1.9672755609967806e-07,0.017270411131831555,-4.736616079528536
SR_Pu_UN_G1_C3_N_D50.0m_Lw_2500.0cm_Epw40.0cm_w_lead.o,C3,N,50.0,2500.0,40.0,lead,100,C3_H_100,1.2073e-08,0.0103,1.37235e-09,0.0234,1.151082224006572e-08,0.005808705413861115,1.430461647138014e-07,0.006354791025178895,8.760964032903869e-08,0.006510311748964352,-4.656487699281705
SR_Pu_UN_G1_C3_N_D500.0m_Lw_25000.0cm_Epw10.0cm_w_lead.o,C3,N,500.0,25000.0,10.0,lead,100,C3_H_100,7.56145e-11,0.0712,8.63336e-12,0.0359,7.204230579673855e-11,0.06938605791600773,8.217434452902948e-10,0.08413467086895107,5.591503940946071e-10,0.09574637946746045,-4.724218507378141
SR_Pu_UN_G1_C3_N_D300.0m_Lw_15000.0cm_Epw5.0cm_w_lead.o,C3,N,300.0,15000.0,5.0,lead,100,C3_H_100,6.67828e-10,0.0686,6.3556e-11,0.036,6.362794906137442e-10,0.06783703744171349,7.395966882196372e-09,0.07480480273403962,5.318563953473116e-09,0.08615956520747892,-4.724047117859061
SR_Pu_UN_G1_C3_N_D500.0m_Lw_25000.0cm_Epw1.0cm_w_lead.o,C3,N,500.0,25000.0,1.0,lead,100,C3_H_100,1.2e-10,0.0932,1.16942e-11,0.0344,1.1445433584725402e-10,0.09170365446253512,1.2777643832708924e-09,0.08301665307792049,9.386279194045978e-10,0.10814976647607183,-4.621386793954986
SR_Pu_UN_G1_C3_N_D500.0m_Lw_25000.0cm_Epw20.0cm_w_lead.o,C3,N,500.0,25000.0,20.0,lead,100,C3_H_100,4.19927e-11,0.0438,6.38998e-12,0.0294,4.0265375567379014e-11,0.04346922041774928,4.2432139861217857e-10,0.06046598252675227,2.560490033778444e-10,0.06489109349903585,-4.113392167259996
SR_Pu_UN_G1_C3_N_D500.0m_Lw_25000.0cm_Epw40.0cm_w_lead.o,C3,N,500.0,25000.0,40.0,lead,100,C3_H_100,2.12424e-11,0.0209,3.56785e-12,0.0212,2.042266329943751e-11,0.018025485911279088,2.008385049344428e-10,0.025886144445546152,1.1816938842062473e-10,0.02984666571611721,-3.858964620581899
SR_Pu_UN_G1_C3_N_D700.0m_Lw_35000.0cm_Epw10.0cm_w_lead.o,C3,N,700.0,35000.0,10.0,lead,100,C3_H_100,1.5286e-11,0.0623,1.80115e-12,0.0286,1.4626901168601743e-11,0.06171343860439173,1.6771216806619246e-10,0.07791755213070724,1.1127728791241275e-10,0.08728134024951276,-4.311780919784497
SR_Pu_UN_G1_C3_N_D5.0m_Lw_250.0cm_Epw5.0cm_w_lead.o,C3,N,5.0,250.0,5.0,lead,100,C3_H_100,4.22011e-06,0.0279,2.32855e-07,0.0414,4.023967109398629e-06,0.027964438242402682,4.8122083381819506e-05,0.03233332600324657,3.946194194302615e-05,0.030202305510532955,-4.647814644674462
SR_Pu_UN_G1_C3_N_D20.0m_Lw_1000.0cm_Epw10.0cm_w_lead.o,C3,N,20.0,1000.0,10.0,lead,100,C3_H_100,2.15781e-07,0.0175,1.5255e-08,0.0283,2.057720487859651e-07,0.017421200734123513,2.5040200483936174e-06,0.018185010456204628,1.908994923391024e-06,0.01803842423573985,-4.638476610097694
SR_Pu_UN_G1_C3_N_D200.0m_Lw_10000.0cm_Epw5.0cm_w_lead.o,C3,N,200.0,10000.0,5.0,lead,100,C3_H_100,2.40559e-09,0.0778,2.05103e-10,0.0345,2.293486731536249e-09,0.07806822837646127,2.603544703598213e-08,0.07402938048683833,1.9862502170037577e-08,0.09270877843186183,-4.660115334024127
SR_Pu_UN_G1_C3_N_D700.0m_Lw_35000.0cm_Epw40.0cm_w_lead.o,C3,N,700.0,35000.0,40.0,lead,100,C3_H_100,3.72986e-12,0.0148,6.60949e-13,0.011,3.5892652298989164e-12,0.01377477545348562,3.3781453469615014e-11,0.021813172423915894,1.9832545712365892e-11,0.024450844789323762,-3.7694382658084553
SR_Pu_UN_G1_C3_N_D700.0m_Lw_35000.0cm_Epw5.0cm_w_lead.o,C3,N,700.0,35000.0,5.0,lead,100,C3_H_100,1.88746e-11,0.0547,2.1881e-12,0.0256,1.8095981191513606e-11,0.05494633060867248,2.0495005636770252e-10,0.0663998571934808,1.4034488891888406e-10,0.07714458149260348,-4.125220182077475
SR_Pu_UN_G1_C3_N_D700.0m_Lw_35000.0cm_Epw20.0cm_w_lead.o,C3,N,700.0,35000.0,20.0,lead,100,C3_H_100,8.091e-12,0.0311,1.21759e-12,0.0222,7.740118870951872e-12,0.03012769193693758,8.067877498034264e-11,0.040366561194911214,4.9804136233277336e-11,0.044265115865023005,-4.336684328860807
SR_Pu_UN_G1_C3_N_D700.0m_Lw_35000.0cm_Epw1.0cm_w_lead.o,C3,N,700.0,35000.0,1.0,lead,100,C3_H_100,2.67461e-11,0.1178,2.59827e-12,0.0359,2.562732692694328e-11,0.11676014834087205,2.813818413930029e-10,0.12071006819437698,2.089817045164972e-10,0.1443485783700554,-4.182939094136038
SR_Pu_UN_G1_C3_P_D10.0m_Lw_500.0cm_Epw5.0cm_w_lead.o,C3,P,10.0,500.0,5.0,lead,100,C3_H_100,9.07477e-08,0.0063,1.40729e-08,0.0126,9.092520457235651e-08,0.006264916114090532,9.035058336415178e-08,0.006225205845473545,7.844170175404879e-08,0.006154099291915343,
SR_Pu_UN_G1_C3_P_D1.0m_Lw_50.0cm_Epw1.0cm_w_lead.o,C3,P,1.0,50.0,1.0,lead,100,C3_H_100,3.37896e-05,0.001,5.54313e-06,0.0032,3.383292957047483e-05,0.0009894659056979402,3.363337228373195e-05,0.00097260111529395,2.9190510793237592e-05,0.0009583685093710196,
SR_Pu_UN_G1_C3_P_D1.0m_Lw_50.0cm_Epw20.0cm_w_lead.o,C3,P,1.0,50.0,20.0,lead,100,C3_H_100,3.00588e-07,0.0147,5.39011e-08,0.0225,3.0332250000310433e-07,0.013752326892341963,3.0069485517603013e-07,0.013712519513396597,2.597401313028387e-07,0.013693580920455015,
SR_Pu_UN_G1_C3_P_D10.0m_Lw_500.0cm_Epw10.0cm_w_lead.o,C3,P,10.0,500.0,10.0,lead,100,C3_H_100,2.81709e-08,0.0136,4.5673e-09,0.0297,2.8296761134090717e-08,0.01363159499868523,2.803788486368923e-08,0.01358482954186729,2.4246192570345783e-08,0.01347141132146961,
SR_Pu_UN_G1_C3_P_D100.0m_Lw_5000.0cm_Epw5.0cm_w_lead.o,C3,P,100.0,5000.0,5.0,lead,100,C3_H_100,1.08929e-09,0.0795,1.86365e-10,0.0498,1.0944632934417963e-09,0.0796038647114867,1.0825337077369684e-09,0.07995642207731198,9.350556726539668e-10,0.08073414055972611,
SR_Pu_UN_G1_C3_P_D10.0m_Lw_500.0cm_Epw1.0cm_w_lead.o,C3,P,10.0,500.0,1.0,lead,100,C3_H_100,4.50922e-07,0.0019,7.80058e-08,0.0051,4.514766939974017e-07,0.0018665667929401496,4.4843735773130496e-07,0.0018438965098863463,3.889006377320946e-07,0.001824392772623751,
SR_Pu_UN_G1_C3_P_D10.0m_Lw_500.0cm_Epw20.0cm_w_lead.o,C3,P,10.0,500.0,20.0,lead,100,C3_H_100,1.30534e-08,0.0129,2.07861e-09,0.0225,1.313830615472981e-08,0.012957514958336325,1.2993466884131097e-08,0.012959840954953986,1.120423265271385e-08,0.012918149728609114,
SR_Pu_UN_G1_C3_P_D10.0m_Lw_500.0cm_Epw40.0cm_w_lead.o,C3,P,10.0,500.0,40.0,lead,100,C3_H_100,7.0265e-09,0.0061,1.09392e-09,0.0132,7.065759046542906e-09,0.005961607348571942,6.984436717374547e-09,0.005944349806592733,6.017884700013992e-09,0.005915655887445666,
SR_Pu_UN_G1_C3_P_D100.0m_Lw_5000.0cm_Epw10.0cm_w_lead.o,C3,P,100.0,5000.0,10.0,lead,100,C3_H_100,4.75937e-10,0.0333,8.27681e-11,0.0385,4.792261571051843e-10,0.033527920579667726,4.734905682360157e-10,0.034071426106893135,4.075606031914818e-10,0.034455628065598966,
SR_Pu_UN_G1_C3_P_D1000.0m_Lw_50000.0cm_Epw5.0cm_w_lead.o,C3,P,1000.0,50000.0,5.0,lead,100,C3_H_100,2.68665e-13,0.0585,8.57669e-14,0.0544,2.697275785050025e-13,0.05867579944873855,2.6444853977702013e-13,0.059280264104885176,2.2482498087540155e-13,0.06010743557910873,
SR_Pu_UN_G1_C3_P_D100.0m_Lw_5000.0cm_Epw1.0cm_w_lead.o,C3,P,100.0,5000.0,1.0,lead,100,C3_H_100,3.60448e-09,0.0579,7.09077e-10,0.0381,3.612910733396968e-09,0.057832870994933235,3.582137657434576e-09,0.05820040651662916,3.0975475666099074e-09,0.058688295279342786,
SR_Pu_UN_G1_C3_P_D100.0m_Lw_5000.0cm_Epw20.0cm_w_lead.o,C3,P,100.0,5000.0,20.0,lead,100,C3_H_100,3.27444e-10,0.0385,5.56745e-11,0.0536,3.289368130708156e-10,0.03769380164979799,3.245517057651097e-10,0.03744754747710569,2.7923362853255685e-10,0.03749790228837846,
SR_Pu_UN_G1_C3_P_D100.0m_Lw_5000.0cm_Epw40.0cm_w_lead.o,C3,P,100.0,5000.0,40.0,lead,100,C3_H_100,1.93184e-10,0.0083,3.30263e-11,0.0141,1.944180528832211e-10,0.008229816925197598,1.9179010844168046e-10,0.008129584341171933,1.6475433688744433e-10,0.00789316960868319,
SR_Pu_UN_G1_C3_P_D1000.0m_Lw_50000.0cm_Epw10.0cm_w_lead.o,C3,P,1000.0,50000.0,10.0,lead,100,C3_H_100,1.98259e-13,0.0809,4.87882e-14,0.0784,1.993573360673932e-13,0.08019003144652762,1.958689370925841e-13,0.08042860334478344,1.6669047990151569e-13,0.08069356741835651,
SR_Pu_UN_G1_C3_P_D1000.0m_Lw_50000.0cm_Epw1.0cm_w_lead.o,C3,P,1000.0,50000.0,1.0,lead,100,C3_H_100,1.25188e-12,0.1275,3.45782e-13,0.0584,1.2613958702666279e-12,0.12825364159027658,1.2375918147282814e-12,0.12836422224243574,1.0503734975131591e-12,0.12811490444598997,
SR_Pu_UN_G1_C3_P_D1000.0m_Lw_50000.0cm_Epw20.0cm_w_lead.o,C3,P,1000.0,50000.0,20.0,lead,100,C3_H_100,1.49993e-13,0.0956,3.03139e-14,0.0478,1.5084322684983203e-13,0.09484096140765422,1.481610476890055e-13,0.09508741983321092,1.2636015359261682e-13,0.09556161448978641,
SR_Pu_UN_G1_C3_P_D1000.0m_Lw_50000.0cm_Epw40.0cm_w_lead.o,C3,P,1000.0,50000.0,40.0,lead,100,C3_H_100,7.49458e-14,0.0242,1.65572e-14,0.0182,7.541969490828844e-14,0.024058890834474055,7.405106412885217e-14,0.024060503943228027,6.30661987629673e-14,0.024018195328995642,
SR_Pu_UN_G1_C3_P_D1200.0m_Lw_60000.0cm_Epw10.0cm_w_lead.o,C3,P,1200.0,60000.0,10.0,lead,100,C3_H_100,4.86358e-14,0.0855,1.15299e-14,0.0695,4.8954672178671284e-14,0.08688305838386938,4.800320754755423e-14,0.08579645886116244,4.077647842378925e-14,0.08250272205258533,
SR_Pu_UN_G1_C3_P_D1.0m_Lw_50.0cm_Epw5.0cm_w_lead.o,C3,P,1.0,50.0,5.0,lead,100,C3_H_100,6.14791e-06,0.0042,9.38475e-07,0.0141,6.159885741239284e-06,0.004151422782869949,6.129645543042638e-06,0.0040396326863566525,5.330363136574237e-06,0.00392901991016283,
SR_Pu_UN_G1_C3_P_D1200.0m_Lw_60000.0cm_Epw1.0cm_w_lead.o,C3,P,1200.0,60000.0,1.0,lead,100,C3_H_100,3.93008e-13,0.1948,1.04804e-13,0.0699,3.948654384012074e-13,0.1956809788837555,3.885216851878095e-13,0.19740253141942957,3.3388994418974764e-13,0.2007834845997071,
SR_Pu_UN_G1_C3_P_D1200.0m_Lw_60000.0cm_Epw20.0cm_w_lead.o,C3,P,1200.0,60000.0,20.0,lead,100,C3_H_100,3.3158e-14,0.0859,7.79438e-15,0.0516,3.345070743031709e-14,0.08705812208425644,3.277658996445377e-14,0.08592470449047518,2.7725703523355047e-14,0.08278590270275911,
SR_Pu_UN_G1_C3_P_D1200.0m_Lw_60000.0cm_Epw40.0cm_w_lead.o,C3,P,1200.0,60000.0,40.0,lead,100,C3_H_100,1.91195e-14,0.0336,4.27138e-15,0.0182,1.9270075012151937e-14,0.033845901797486096,1.890256735350775e-14,0.03371507614791587,1.6060095163972636e-14,0.033282941977925966,
SR_Pu_UN_G1_C3_P_D2.0m_Lw_100.0cm_Epw10.0cm_w_lead.o,C3,P,2.0,100.0,10.0,lead,100,C3_H_100,4.56369e-07,0.0129,7.75332e-08,0.0235,4.58579200371097e-07,0.012877778859205376,4.549653452969704e-07,0.012831084909252161,3.9410059862027017e-07,0.012743887279909395,
SR_Pu_UN_G1_C3_P_D20.0m_Lw_1000.0cm_Epw5.0cm_w_lead.o,C3,P,20.0,1000.0,5.0,lead,100,C3_H_100,2.30538e-08,0.0083,3.62158e-09,0.0213,2.3114047139071408e-08,0.008290532291390242,2.294918993155079e-08,0.008212406331243217,1.9905490167181896e-08,0.00813553305168998,
SR_Pu_UN_G1_C3_P_D2.0m_Lw_100.0cm_Epw1.0cm_w_lead.o,C3,P,2.0,100.0,1.0,lead,100,C3_H_100,9.96306e-06,0.0015,1.7067e-06,0.0042,9.976320942322009e-06,0.0014752206434412844,9.911025758831805e-06,0.001454276296612573,8.59650927343958e-06,0.0014208281336224138,
SR_Pu_UN_G1_C3_P_D2.0m_Lw_100.0cm_Epw20.0cm_w_lead.o,C3,P,2.0,100.0,20.0,lead,100,C3_H_100,1.57826e-07,0.0139,2.80656e-08,0.0378,1.5889707179893507e-07,0.013808732968192681,1.571877883181802e-07,0.013742066915742932,1.3556154869479612e-07,0.013691181173464424,
SR_Pu_UN_G1_C3_P_D2.0m_Lw_100.0cm_Epw40.0cm_w_lead.o,C3,P,2.0,100.0,40.0,lead,100,C3_H_100,6.62591e-08,0.008,1.125e-08,0.0207,6.66930578316653e-08,0.007900468944607738,6.595546995772581e-08,0.007865616773099033,5.684515433728629e-08,0.007825311012201882,
SR_Pu_UN_G1_C3_P_D1.0m_Lw_50.0cm_Epw40.0cm_w_lead.o,C3,P,1.0,50.0,40.0,lead,100,C3_H_100,7.84416e-08,0.1347,1.13036e-08,0.1541,7.908090311493948e-08,0.13333055811672062,7.852065503381072e-08,0.13327867173342034,6.780126913129581e-08,0.13297886002175574,
SR_Pu_UN_G1_C3_P_D1.0m_Lw_50.0cm_Epw10.0cm_w_lead.o,C3,P,1.0,50.0,10.0,lead,100,C3_H_100,1.16373e-06,0.0072,1.85752e-07,0.0122,1.1695126615149374e-06,0.0070847445819383886,1.1628171749373287e-06,0.007086996337443464,1.009343963679186e-06,0.007067091475364083,
SR_Pu_UN_G1_C3_P_D20.0m_Lw_1000.0cm_Epw1.0cm_w_lead.o,C3,P,20.0,1000.0,1.0,lead,100,C3_H_100,1.1027e-07,0.0028,1.89047e-08,0.0044,1.1040958517121745e-07,0.0027965103392766765,1.0965331904148169e-07,0.002791704437696197,9.509644938477658e-08,0.002788614979904803,
SR_Pu_UN_G1_C3_P_D20.0m_Lw_1000.0cm_Epw20.0cm_w_lead.o,C3,P,20.0,1000.0,20.0,lead,100,C3_H_100,4.13956e-09,0.0098,6.49324e-10,0.0164,4.165049686858063e-09,0.009800298061555699,4.1176781083816474e-09,0.00980845216258507,3.548365087076727e-09,0.00981759635375187,
SR_Pu_UN_G1_C3_P_D20.0m_Lw_1000.0cm_Epw40.0cm_w_lead.o,C3,P,20.0,1000.0,40.0,lead,100,C3_H_100,2.34603e-09,0.0054,3.68269e-10,0.0092,2.359370076014994e-09,0.0045691150223283045,2.331398520759569e-09,0.0045588113619472815,2.0076885328950523e-09,0.004529968836236153,
SR_Pu_UN_G1_C3_P_D200.0m_Lw_10000.0cm_Epw10.0cm_w_lead.o,C3,P,200.0,10000.0,10.0,lead,100,C3_H_100,1.09169e-10,0.0283,2.01857e-11,0.0461,1.099165094499512e-10,0.02825825626124341,1.0843095851124219e-10,0.028358938470355574,9.310347411933677e-11,0.028523071643693446,
SR_Pu_UN_G1_C3_P_D1200.0m_Lw_60000.0cm_Epw5.0cm_w_lead.o,C3,P,1200.0,60000.0,5.0,lead,100,C3_H_100,1.34106e-13,0.205,2.94414e-14,0.0993,1.3510768294070443e-13,0.2049602800219854,1.3331852905679532e-13,0.20679531888812372,1.1457898686470795e-13,0.21028296713381256,
SR_Pu_UN_G1_C3_P_D200.0m_Lw_10000.0cm_Epw1.0cm_w_lead.o,C3,P,200.0,10000.0,1.0,lead,100,C3_H_100,5.09912e-10,0.0987,1.28778e-10,0.054,5.115077160339243e-10,0.09830098294518728,5.048866412290526e-10,0.09942882085330791,4.340260366178207e-10,0.10091813654542806,
SR_Pu_UN_G1_C3_P_D200.0m_Lw_10000.0cm_Epw20.0cm_w_lead.o,C3,P,200.0,10000.0,20.0,lead,100,C3_H_100,7.98859e-11,0.03,1.48664e-11,0.0475,8.035239306809268e-11,0.029587469810977655,7.928327281461119e-11,0.029901570001978493,6.803501822550218e-11,0.030043372245139522,
SR_Pu_UN_G1_C3_P_D200.0m_Lw_10000.0cm_Epw40.0cm_w_lead.o,C3,P,200.0,10000.0,40.0,lead,100,C3_H_100,4.77674e-11,0.0084,8.88727e-12,0.0175,4.806302292920783e-11,0.0080637903759613,4.736901598858295e-11,0.00804498864038452,4.066845049568083e-11,0.008044223903448736,
SR_Pu_UN_G1_C3_P_D300.0m_Lw_15000.0cm_Epw10.0cm_w_lead.o,C3,P,300.0,15000.0,10.0,lead,100,C3_H_100,3.55607e-11,0.0336,7.44641e-12,0.0565,3.577725612744192e-11,0.03348486243368322,3.522379083035098e-11,0.03352815305098793,3.0198595699778345e-11,0.03366504176352626,
