file,D_m,rfis_cm,wall_thk_cm,config,particle,material,tally_14_value,tally_14_error,tally_24_value,tally_24_error,tally_34_value,tally_34_error,error,dose_14_calc,dose_14_calc_error,dose_24_calc,dose_24_calc_error,dose_34_calc,dose_34_calc_error,diff_14_pct,diff_24_pct,diff_34_pct
SR-U-UN-G1-C1-N_concrete_40cm_D200m.i,200.0,25.5476,40.0,C1,N,concrete,2.30619e-11,0.0143,2.48905e-10,0.0139,2.038e-10,0.016,,2.3064634784601722e-11,0.013693358566993327,2.4889972752018514e-10,0.013694770699314882,2.0378759399304628e-10,0.015888783743474216,0.011858453127111666,-0.0021182699483114124,-0.0060873439419695105
SR-U-UN-G1-C1-N_concrete_40cm_D300m.i,300.0,25.5476,40.0,C1,N,concrete,6.82646e-12,0.0195,7.66853e-11,0.0193,6.21284e-11,0.0232,,6.826375383481585e-12,0.01935711170752283,7.668042476942923e-11,0.019101737058207727,6.211970686519854e-11,0.023009769971511784,-0.0012395373065265942,-0.006357451259589201,-0.013992207752750105
SR-U-UN-G1-C1-N_concrete_40cm_D500m.i,500.0,25.5476,40.0,C1,N,concrete,9.67344e-13,0.0198,1.10536e-11,0.0189,8.73706e-12,0.0235,,9.673952107769183e-13,0.019630146933725803,1.1054723102243019e-11,0.01870359656422651,8.737270054530108e-12,0.023245264925992964,0.005293957156734243,0.010160510992062721,0.0024041786379860566
SR-U-UN-G1-C1-N_concrete_40cm_D700m.i,700.0,25.5476,40.0,C1,N,concrete,1.94336e-13,0.0193,2.24442e-12,0.0185,1.74229e-12,0.0224,,1.9435338952362301e-13,0.019033970853200365,2.2444849181270615e-12,0.018242293642381037,1.7422882910631557e-12,0.022121671120434373,0.008948174102079196,0.002892423301415239,-9.808567140748387e-05
SR-U-UN-G1-C1-N_concrete_40cm_D1000m.i,1000.0,25.5476,40.0,C1,N,concrete,2.1654e-14,0.0154,2.49548e-13,0.0145,1.8801e-13,0.0183,,2.165516427713516e-14,0.015250925432851451,2.4956823341665987e-13,0.014289630100311517,1.8800873936104526e-13,0.018110961007936292,0.005376730096789303,0.008108025974915677,-0.0006705169697040544
SR-U-UN-G1-C1-N_concrete_40cm_D1200m.i,1200.0,25.5476,40.0,C1,N,concrete,5.48863e-15,0.0171,6.32242e-14,0.0168,4.67389e-14,0.0217,,5.489308002243792e-15,0.01696337796179994,6.322709799230075e-14,0.016618084437076783,4.673960839715602e-14,0.021539748281139786,0.012352850233883283,0.004583675713968961,0.0015156478993221356
SR-U-UN-G1-C1-N_steel_1cm_D1m.i,1.0,25.5476,1.0,C1,N,steel,3.35753e-05,0.0207,0.000384662,0.0189,0.00032937,0.0187,,3.358652181690188e-05,0.02078981077857537,0.0003848237471719811,0.01895504273029019,0.0003294661238323162,0.018686716950094207,0.03342283435110427,0.0420491683558723,0.02918414922919327
SR-U-UN-G1-C1-N_steel_1cm_D2m.i,2.0,25.5476,1.0,C1,N,steel,1.17518e-05,0.0291,0.000135445,0.0309,0.000114156,0.0277,,1.175788931738176e-05,0.029057449294099456,0.0001355386719415816,0.030836818256092472,0.0001142062729712606,0.02767547843003657,0.051816039940769686,0.06915865597224978,0.04403883392953532
SR-U-UN-G1-C1-N_steel_1cm_D5m.i,5.0,25.5476,1.0,C1,N,steel,2.27615e-06,0.0489,2.64241e-05,0.0562,2.18384e-05,0.0517,,2.276671806578953e-06,0.04869397453962445,2.6430302277736336e-05,0.0561319300321368,2.1845184529474883e-05,0.051664710622283685,0.022924964477442758,0.023472049138232264,0.031066971366409672
SR-U-UN-G1-C1-N_steel_1cm_D10m.i,10.0,25.5476,1.0,C1,N,steel,5.86809e-07,0.0491,6.54879e-06,0.0449,5.41868e-06,0.0414,,5.866280929881428e-07,0.04884413189880299,6.546741245734676e-06,0.04481904527557011,5.417681359218936e-06,0.04131140895026885,-0.030828942953702303,-0.03128447034222145,-0.018429595050162173
